isolate	haplotype	interest	ident	contain
90MN8B-2	hap24	N	99.33	86.75
90MN9B-4	hap24	N	99.70	93.95
90PA162-1	hap24	N	99.35	87.28
90SD164-1	hap24	N	99.71	94.11
90SD171-1	hap24	N	99.37	87.63
90SD172-1	hap24	N	99.72	94.19
90TX45-1	hap24	N	99.30	86.32
90TX47-1	hap24	N	99.34	86.98
90TX70-1	hap24	N	99.73	94.41
90WI131-1	hap24	N	99.36	87.30
90WI132-1	hap24	N	99.34	87.07
PCA16-15-1-1	hap24	N	99.77	95.30
Pca2016-10-1	hap24	N	99.75	94.82
Pca2016-1-1	hap24	N	99.75	94.91
Pca2016-13-1	hap24	N	99.76	95.05
Pca2016-15-1	hap24	N	99.74	94.67
Pca2016-16-1	hap24	N	99.75	94.88
Pca2016-2-1	hap24	N	99.75	94.89
Pca2016-3-2	hap24	N	99.75	94.85
Pca2016-6-2	hap24	N	99.75	94.92
Pca2016-8-1	hap24	N	99.75	94.91
Pca2016-9-2	hap24	N	99.75	94.88
Pca43-1	hap24	N	99.75	94.98
Pca56-3	hap24	N	99.75	94.92
Pca57-4	hap24	N	99.75	94.91
Pca58-3	hap24	N	99.75	94.91
Pca59-6	hap24	N	99.75	94.89
Pca60-7	hap24	N	99.75	94.93
Pca61-8	hap24	N	99.75	94.88
Pca62-9	hap24	N	99.75	94.94
Pca65-12	hap24	N	99.76	95.01
Pca70-17	hap24	N	99.75	94.89
Pca70-2	hap24	N	99.75	94.89
Pca73-20	hap24	N	99.75	94.90
Pca77-46	hap24	N	99.83	96.40
PCA84-1-1_1	hap24	N	99.75	94.92
PCA84-1-1	hap24	N	99.75	94.90
Pca85-1	hap24	N	99.75	94.88
Pca85-26	hap24	N	99.75	94.88
UVPca10-98	hap24	N	99.75	94.89
UVPca14-98	hap24	N	99.75	94.85
UVPca1-98	hap24	N	99.75	94.91
UVPca8-98	hap24	N	99.75	94.93
22WA53	hap24	N	99.81	96.05
22WA54	hap24	N	99.81	96.01
22WA29	hap24	N	99.81	96.18
22SA11	hap24	N	99.81	96.04
22SA10	hap24	N	99.82	96.20
22WA45	hap24	N	99.90	97.97
22WA46	hap24	N	99.87	97.29
22WA47	hap24	N	99.82	96.36
22WA55	hap24	N	99.87	97.35
22WA23	hap24	N	99.80	95.94
22WA32	hap24	N	99.92	98.42
22SA92-02	hap24	N	99.76	95.05
23WA16	hap24	N	99.85	96.99
23WA44	hap24	N	99.81	95.99
